,Company,TypeName,Ram,Weight,Price,GPU Brand,ppi,TouchScreen,IPS,CPU Brand,SSD,HDD
924,Lenovo,2 in 1 Convertible,8,1.37,97236.0,Intel,165.6321222979323,1,1,Intel Core i5,512,0
925,Dell,Notebook,4,1.95,38889.072,Intel,100.45467278896234,0,0,Intel Core i5,0,500
926,Lenovo,Ultrabook,8,1.36,87912.0,Intel,176.232578125,0,1,Intel Core i7,256,0
927,HP,Notebook,8,2.31,62071.2,Intel,141.21200170272436,0,0,Intel Core i5,256,0
928,Dell,Notebook,4,2.18,37725.4368,Intel,100.45467278896234,0,0,Intel Core i5,0,1000
929,HP,Notebook,4,1.95,61218.72,Intel,111.93520682198661,0,0,Intel Core i5,0,500
930,Lenovo,Notebook,4,2.2,16463.52,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
931,HP,Ultrabook,4,1.26,84129.12,Intel,176.232578125,0,0,Intel Core i5,0,500
932,HP,Notebook,4,1.86,15392.592,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
933,Lenovo,2 in 1 Convertible,16,1.3,95850.72,Intel,276.05353104440786,1,1,Intel Core i7,1000,0
935,HP,Netbook,8,1.26,88924.31999999999,Intel,176.232578125,0,0,Intel Core i5,256,0
936,Dell,Notebook,4,2.18,29762.208,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
938,Dell,Ultrabook,8,1.36,87325.92,Intel,157.35051618303572,0,0,Intel Core i5,256,0
939,Dell,Gaming,16,4.36,146946.24,Nvidia,169.78089437319363,0,0,Intel Core i7,512,1000
940,HP,Gaming,8,2.75,74538.72,Nvidia,127.33567783598265,0,1,Intel Core i5,128,1000
941,Asus,Notebook,4,2.8,28238.4,Nvidia,106.11306251128974,0,0,Other Intel Processor,0,1000
942,Acer,Notebook,4,2.23,32980.32,Intel,100.45467278896234,0,0,Intel Core i5,0,500
944,Lenovo,2 in 1 Convertible,8,1.1,69210.72,Intel,194.94754217367256,1,1,Other Intel Processor,256,0
945,Lenovo,Gaming,16,2.5,53226.72,AMD,141.21200170272436,0,1,AMD Processor,512,1000
946,Dell,Ultrabook,8,1.36,78438.816,Intel,176.232578125,1,0,Intel Core i5,256,0
947,Lenovo,Notebook,8,2.2,36496.8,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
948,Dell,Notebook,4,2.36,35111.52,AMD,106.11306251128974,0,0,Intel Core i3,0,1000
949,Acer,Notebook,4,1.68,18594.72,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
950,HP,Workstation,8,2.0,119826.72,Nvidia,141.21200170272436,0,1,Intel Core i7,8,0
951,Dell,Ultrabook,8,1.36,94572.0,Intel,157.35051618303572,0,0,Intel Core i7,256,0
953,Asus,2 in 1 Convertible,8,1.2,61751.52,Intel,176.232578125,0,0,Other Intel Processor,0,0
954,Lenovo,Ultrabook,8,1.7,79333.3872,Intel,157.35051618303572,0,1,Intel Core i7,256,0
955,Dell,Gaming,16,4.36,168045.12,Nvidia,254.6713556719653,0,1,Intel Core i7,512,1000
956,Dell,2 in 1 Convertible,8,1.24,101178.72,Intel,165.6321222979323,1,0,Intel Core i5,256,0
957,HP,2 in 1 Convertible,4,1.45,41292.0,Intel,135.09421512998384,1,0,Other Intel Processor,256,0
958,Dell,Ultrabook,8,1.3,67559.04,Intel,276.05353104440786,0,0,Intel Core i7,256,0
959,Acer,2 in 1 Convertible,4,1.25,20725.92,Intel,135.09421512998384,1,1,Other Intel Processor,0,0
961,Lenovo,Ultrabook,8,1.36,93772.8,Intel,176.232578125,0,1,Intel Core i5,256,0
962,Acer,Notebook,12,2.4,53759.52,Nvidia,141.21200170272436,0,0,Intel Core i5,128,1000
964,HP,Notebook,8,2.04,45101.52,Nvidia,100.45467278896234,0,0,Intel Core i5,0,1000
965,Dell,Notebook,4,2.25,24808.2336,AMD,100.45467278896234,0,0,Intel Core i3,0,1000
966,Dell,Notebook,4,1.9,43956.0,Intel,100.45467278896234,0,0,Intel Core i5,0,500
967,HP,Notebook,4,2.04,36496.8,Intel,141.21200170272436,0,0,Intel Core i3,0,500
968,Dell,Gaming,32,4.42,167778.72,Nvidia,127.33567783598265,0,1,Intel Core i7,256,1000
969,Lenovo,Notebook,6,2.4,37029.6,Nvidia,141.21200170272436,0,0,Intel Core i5,256,0
970,Dell,2 in 1 Convertible,16,1.22,101178.72,Intel,276.05353104440786,1,0,Intel Core i7,512,0
971,Dell,Ultrabook,8,1.5,104587.57439999998,Intel,209.80067661830358,1,0,Intel Core i7,256,0
972,Dell,Gaming,32,4.42,149184.0,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
974,Asus,Gaming,16,2.73,109218.672,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
975,HP,Notebook,8,2.04,52161.12,Nvidia,141.21200170272436,0,1,Intel Core i5,128,1000
976,Lenovo,Notebook,4,1.7,53386.56,Intel,111.93520682198661,0,0,Intel Core i5,0,0
977,Asus,2 in 1 Convertible,16,2.3,95850.72,Nvidia,282.42400340544873,1,0,Intel Core i7,512,2000
978,HP,Notebook,6,2.04,30849.12,Intel,100.45467278896234,0,0,Intel Core i7,0,1000
979,Asus,Gaming,16,2.99,93186.72,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
980,Dell,2 in 1 Convertible,12,2.19,69210.72,Intel,141.21200170272436,1,1,Intel Core i7,512,0
982,Lenovo,Notebook,6,2.2,29250.72,AMD,141.21200170272436,0,0,AMD Processor,256,0
985,Dell,Notebook,4,2.25,31914.72,AMD,100.45467278896234,0,0,Intel Core i5,0,500
986,HP,Notebook,8,2.04,42943.68,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
987,Lenovo,Gaming,8,2.5,63349.92,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
988,Dell,Notebook,8,2.36,39906.72,AMD,100.45467278896234,0,0,Intel Core i7,0,1000
989,Dell,Notebook,8,1.6,59620.32,Intel,157.35051618303572,0,0,Intel Core i5,128,0
990,HP,Netbook,8,0.97,101658.24,Intel,176.232578125,0,0,Other Intel Processor,512,0
991,HP,Notebook,4,2.1,26586.72,AMD,141.21200170272436,0,0,Intel Core i3,128,1000
992,Lenovo,Notebook,4,1.9,14418.6336,Intel,100.45467278896234,0,0,Other Intel Processor,128,0
993,Lenovo,Notebook,8,2.3,71874.72,Intel,141.21200170272436,0,0,Intel Core i5,256,0
994,Dell,2 in 1 Convertible,8,1.68,47365.92,Intel,165.6321222979323,1,0,Intel Core i5,256,0
995,Asus,Notebook,8,1.4,61272.0,Intel,276.05353104440786,0,0,Intel Core i5,256,0
996,HP,Ultrabook,8,1.11,71874.72,Intel,165.6321222979323,1,1,Intel Core i7,256,0
997,Acer,Notebook,4,2.4,20246.4,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
998,Asus,Gaming,16,2.5,95850.72,Nvidia,141.21200170272436,0,0,Intel Core i7,256,1000
999,HP,Ultrabook,8,1.48,111301.92,Intel,157.35051618303572,0,0,Intel Core i7,512,0
1000,Acer,Gaming,8,2.7,67132.8,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
1001,HP,Notebook,8,1.34,63349.92,Intel,165.6321222979323,0,1,Intel Core i5,256,0
1002,Dell,Notebook,4,2.18,29144.16,Intel,100.45467278896234,0,0,Intel Core i3,128,0
1003,HP,Notebook,4,1.64,41505.12,Intel,111.93520682198661,0,0,Intel Core i5,0,500
1005,HP,Notebook,4,1.48,58607.46719999999,Intel,111.93520682198661,0,0,Intel Core i5,256,0
1006,HP,Notebook,4,1.95,64202.4,Intel,157.35051618303572,0,0,Intel Core i5,256,0
1007,HP,Ultrabook,8,1.43,77202.72,Intel,157.35051618303572,0,0,Intel Core i7,256,0
1008,HP,Notebook,8,1.64,55904.5728,Nvidia,157.35051618303572,0,0,Intel Core i5,256,0
1009,HP,Notebook,4,1.64,36443.52,Intel,111.93520682198661,0,0,Intel Core i3,0,500
1010,Dell,Gaming,8,2.65,50562.72,Nvidia,141.21200170272436,0,0,Intel Core i5,0,0
1011,HP,Ultrabook,4,1.26,81997.92,Intel,176.232578125,0,0,Intel Core i5,0,500
1012,HP,Notebook,4,1.48,84715.2,Intel,157.35051618303572,0,0,Intel Core i5,256,0
1013,HP,Ultrabook,8,1.54,100550.5488,Intel,157.35051618303572,0,0,Intel Core i7,256,0
1014,HP,Notebook,4,1.49,42624.0,Intel,117.826533496828,0,0,Intel Core i3,0,500
1016,HP,Notebook,4,2.04,41025.0672,Intel,100.45467278896234,0,0,Intel Core i3,256,0
1017,Lenovo,Notebook,16,2.4,158135.04,Nvidia,254.6713556719653,0,1,Intel Core i7,512,0
1019,HP,Notebook,8,1.43,118761.12,Intel,157.35051618303572,0,0,Intel Core i7,256,0
1020,Dell,2 in 1 Convertible,4,2.08,42410.3472,Intel,141.21200170272436,1,1,Intel Core i3,0,1000
1022,HP,Notebook,8,1.11,61218.72,Intel,165.6321222979323,0,1,Intel Core i5,256,0
1023,HP,Notebook,8,1.64,63159.7104,Nvidia,157.35051618303572,0,0,Intel Core i7,256,0
1024,Dell,Notebook,8,2.09,55754.3232,Intel,141.21200170272436,0,0,Intel Core i5,0,500
1025,HP,Ultrabook,4,1.26,83063.52,Intel,125.367431640625,0,0,Intel Core i5,256,0
1026,HP,Notebook,4,2.31,63349.92,Intel,111.93520682198661,0,0,Intel Core i5,0,500
1027,HP,Notebook,4,1.95,56476.8,Intel,111.93520682198661,0,0,Intel Core i5,0,500
1028,Dell,Ultrabook,8,1.29,86526.72,Intel,276.05353104440786,1,0,Intel Core i5,256,0
1029,HP,Notebook,8,2.63,57542.4,Nvidia,127.33567783598265,0,0,Intel Core i5,256,0
1030,HP,Notebook,4,1.64,51841.44,Intel,111.93520682198661,0,0,Intel Core i5,256,0
1031,Acer,Notebook,6,2.1,21791.52,AMD,100.45467278896234,0,0,AMD Processor,0,1000
1033,HP,Notebook,8,1.95,63669.6,Intel,157.35051618303572,0,0,Intel Core i5,256,0
1034,HP,Notebook,8,1.84,65480.5872,Intel,141.21200170272436,0,0,Intel Core i7,256,0
1035,HP,Ultrabook,8,1.26,71874.72,Intel,176.232578125,0,0,Intel Core i7,256,0
1036,HP,Notebook,4,2.04,39533.76,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1038,Dell,Notebook,8,2.09,56633.976,Intel,141.21200170272436,0,0,Intel Core i5,256,0
1039,HP,Notebook,8,1.64,53839.9728,Intel,157.35051618303572,0,0,Intel Core i5,256,0
1040,Lenovo,2 in 1 Convertible,4,1.8,45128.16,Intel,141.21200170272436,1,1,Intel Core i7,256,0
1043,Lenovo,Notebook,8,2.3,55922.688,Intel,141.21200170272436,0,0,Intel Core i5,256,0
1044,HP,Notebook,4,1.54,53280.0,Intel,157.35051618303572,0,0,Intel Core i5,0,500
1045,HP,Notebook,8,1.84,112065.9552,Intel,141.21200170272436,0,0,Intel Core i5,256,500
1046,HP,Notebook,8,1.43,78268.31999999999,Intel,157.35051618303572,0,0,Intel Core i5,256,0
1048,Lenovo,Gaming,16,4.6,122010.66719999998,Nvidia,127.33567783598265,0,1,Intel Core i7,128,1000
1049,Asus,Netbook,4,1.2,15339.311999999998,Intel,135.09421512998384,0,0,Other Intel Processor,0,0
1050,Lenovo,Notebook,16,1.1,139593.6,Intel,209.80067661830358,0,1,Intel Core i7,256,0
1051,HP,Notebook,8,1.91,52161.12,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
1052,Dell,2 in 1 Convertible,8,2.3,58288.32,Intel,141.21200170272436,1,1,Intel Core i5,256,0
1053,HP,Notebook,4,2.04,52161.12,Intel,100.45467278896234,0,0,Intel Core i5,256,0
1054,Dell,Ultrabook,16,1.2,120093.12,Intel,276.05353104440786,1,0,Intel Core i7,1000,0
1055,HP,Notebook,4,2.31,37570.392,Intel,100.45467278896234,0,0,Intel Core i3,0,500
1056,HP,Notebook,4,1.96,26586.72,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1057,Acer,Notebook,8,2.4,23922.72,AMD,100.45467278896234,0,0,AMD Processor,0,1000
1058,Dell,2 in 1 Convertible,12,1.6,69210.72,Intel,165.6321222979323,1,1,Intel Core i7,256,0
1060,HP,Notebook,8,2.04,57009.6,Intel,141.21200170272436,0,0,Intel Core i7,256,0
1061,Asus,Gaming,16,4.0,53173.44,Nvidia,127.33567783598265,0,1,Intel Core i7,0,1000
1062,Dell,Notebook,4,2.25,29783.52,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
1063,Dell,Notebook,16,2.32,52746.6672,AMD,141.21200170272436,0,0,Intel Core i7,0,2000
1065,Dell,Ultrabook,8,1.29,77682.23999999999,Intel,165.6321222979323,0,0,Intel Core i7,256,0
1066,Asus,Gaming,64,3.58,211788.0,Nvidia,127.33567783598265,0,1,Intel Core i7,1000,0
1067,Dell,2 in 1 Convertible,8,1.62,42517.9728,Intel,165.6321222979323,1,0,Intel Core i7,256,0
1068,Dell,Gaming,16,3.21,70809.12,Nvidia,282.42400340544873,0,0,Intel Core i7,256,1000
1070,Dell,Notebook,4,2.06,25679.8944,Intel,100.45467278896234,0,0,Intel Core i3,0,500
1071,HP,Notebook,4,2.31,63882.72,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1072,HP,Ultrabook,8,1.26,63882.72,Intel,176.232578125,0,0,Intel Core i5,256,0
1073,HP,Notebook,8,1.49,58075.2,Intel,165.6321222979323,0,0,Intel Core i7,256,0
1074,Lenovo,Ultrabook,8,1.3,91294.7472,Intel,176.232578125,1,1,Intel Core i7,256,0
1075,Lenovo,Notebook,8,3.0,35111.52,AMD,106.11306251128974,0,0,Intel Core i5,0,10000
1076,Lenovo,Notebook,4,2.3,52054.56,Nvidia,141.21200170272436,0,1,Intel Core i5,0,1000
1078,Lenovo,Notebook,4,2.1,28771.2,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1079,HP,Notebook,4,2.31,50083.2,Intel,141.21200170272436,0,0,Intel Core i5,0,500
1080,Lenovo,Ultrabook,8,0.99,74538.72,Intel,234.9767578125,1,1,Other Intel Processor,512,0
1081,Lenovo,Gaming,32,4.6,172627.19999999998,Nvidia,127.33567783598265,0,1,Intel Core i7,512,0
1082,Lenovo,2 in 1 Convertible,4,0.69,34433.2656,Intel,224.17381362159654,1,1,Other Intel Processor,0,0
1083,HP,Ultrabook,16,1.3,109170.72,Intel,331.2642445958646,0,1,Intel Core i7,512,0
1084,Dell,Notebook,8,2.18,39960.0,Intel,141.21200170272436,0,0,Intel Core i5,256,0
1085,HP,Notebook,4,1.54,54931.14719999999,Intel,157.35051618303572,0,0,Intel Core i5,0,500
1086,HP,Workstation,8,1.9,79653.59999999999,AMD,141.21200170272436,0,0,Intel Core i7,256,0
1087,Lenovo,Notebook,8,1.7,63882.72,Intel,157.35051618303572,0,0,Intel Core i5,180,0
1088,HP,Notebook,4,1.29,32767.2,Intel,276.05353104440786,0,0,Other Intel Processor,0,0
1089,Acer,Notebook,4,2.4,20619.36,AMD,100.45467278896234,0,0,AMD Processor,0,500
1090,Dell,Notebook,4,2.2,20965.1472,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
1091,HP,Notebook,4,1.86,18434.3472,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
1092,Asus,Gaming,8,2.7,85194.72,Nvidia,127.33567783598265,0,1,Intel Core i7,256,1000
1093,Dell,Ultrabook,4,1.4,43601.688,AMD,165.6321222979323,0,1,Intel Core i5,256,0
1094,HP,Netbook,4,2.4,85194.72,Intel,125.367431640625,0,0,Intel Core i5,128,0
1095,Acer,Notebook,8,2.4,42570.72,Nvidia,141.21200170272436,0,0,Intel Core i5,256,1000
1096,Dell,Notebook,8,2.36,34035.264,AMD,141.21200170272436,0,0,Intel Core i5,0,1000
1098,HP,Notebook,4,1.96,26640.0,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
1099,Asus,Gaming,16,4.3,122490.72,Nvidia,127.33567783598265,0,1,Intel Core i7,128,1000
1100,Dell,Ultrabook,4,1.5,60480.792,Intel,125.367431640625,0,0,Intel Core i3,0,500
1101,Dell,Ultrabook,4,1.5,62176.1616,Intel,125.367431640625,0,0,Intel Core i3,128,0
1102,Acer,Notebook,4,2.2,11135.52,Intel,100.45467278896234,0,0,Other Intel Processor,16,0
1103,HP,Workstation,8,3.0,154458.72,AMD,127.33567783598265,0,1,Intel Core i7,0,1000
1104,Lenovo,Gaming,16,2.4,63882.72,Nvidia,141.21200170272436,0,0,Intel Core i7,512,0
1105,Dell,Ultrabook,8,1.5,75289.968,Intel,125.367431640625,0,0,Intel Core i5,256,0
1107,Lenovo,2 in 1 Convertible,4,2.1,46193.76,Intel,141.21200170272436,1,1,Intel Core i5,256,0
1108,HP,Notebook,4,2.1,21205.44,AMD,141.21200170272436,0,0,AMD Processor,0,1000
1109,Asus,Gaming,16,2.59,71341.92,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
1110,HP,Notebook,8,1.16,90522.72,Intel,276.05353104440786,1,0,Other Intel Processor,256,0
1111,Dell,Notebook,4,2.24,40980.312,AMD,100.45467278896234,0,0,Intel Core i5,0,500
1112,Lenovo,Notebook,4,2.1,22857.12,Intel,100.45467278896234,0,0,Intel Core i3,128,0
1113,HP,Ultrabook,8,1.16,104908.32,Intel,165.6321222979323,0,0,Intel Core i7,512,0
1114,Lenovo,2 in 1 Convertible,4,0.69,29250.72,Intel,224.17381362159654,1,1,Other Intel Processor,0,0
1115,Dell,Ultrabook,8,1.23,73473.12,Intel,165.6321222979323,0,0,Intel Core i7,256,0
1116,Lenovo,Gaming,16,4.6,146519.46719999998,Nvidia,127.33567783598265,0,1,Intel Core i7,256,0
1119,Asus,Gaming,8,3.52,69929.4672,Nvidia,127.33567783598265,0,0,Intel Core i7,128,1000
1121,HP,Notebook,8,1.16,90043.2,Intel,165.6321222979323,0,0,Intel Core i5,256,0
1122,HP,Notebook,8,1.43,80612.64,Intel,157.35051618303572,0,0,Intel Core i5,256,0
1123,Dell,Notebook,4,2.09,27899.0064,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1124,Asus,Notebook,4,2.0,23176.8,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
1125,Lenovo,2 in 1 Convertible,8,1.8,88924.31999999999,Intel,157.35051618303572,1,1,Intel Core i7,256,0
1126,Lenovo,2 in 1 Convertible,4,0.69,25521.12,Intel,224.17381362159654,1,1,Other Intel Processor,0,0
1127,HP,Ultrabook,8,1.26,100965.6,Intel,125.367431640625,0,0,Intel Core i5,256,0
1128,Lenovo,Gaming,8,2.4,52693.92,Nvidia,141.21200170272436,0,1,Intel Core i5,128,1000
1129,HP,Gaming,8,3.35,60153.12,Nvidia,127.33567783598265,0,1,Intel Core i5,128,1000
1130,HP,Notebook,8,2.04,33513.119999999995,Intel,100.45467278896234,0,0,Intel Core i7,0,2000
1131,Lenovo,2 in 1 Convertible,8,1.8,109244.2464,Nvidia,157.35051618303572,1,1,Intel Core i7,512,0
1132,Asus,Notebook,4,1.5,14811.84,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
1133,HP,Ultrabook,8,1.84,40066.56,Intel,141.21200170272436,0,0,Intel Core i7,256,0
1134,Acer,Notebook,4,2.23,32820.48,Nvidia,141.21200170272436,0,0,Intel Core i5,0,1000
1135,Lenovo,Notebook,16,2.5,58554.72,AMD,141.21200170272436,0,0,Intel Core i7,0,0
1136,HP,Workstation,8,3.0,210424.032,Nvidia,127.33567783598265,0,1,Intel Core i7,256,0
1137,Dell,Notebook,8,2.5,41771.52,AMD,100.45467278896234,0,0,Intel Core i5,0,1000
1139,HP,Ultrabook,8,1.88,115709.2416,Intel,141.21200170272436,0,0,Intel Core i7,256,0
1140,Lenovo,2 in 1 Convertible,16,2.8,130003.2,Intel,209.80067661830358,1,1,Intel Core i7,512,0
1142,HP,2 in 1 Convertible,8,1.48,86793.12,Intel,165.6321222979323,1,0,Intel Core i5,256,0
1143,HP,Workstation,8,2.59,118761.12,Nvidia,141.21200170272436,0,1,Intel Core i7,256,0
1144,HP,2 in 1 Convertible,8,1.48,95850.72,Intel,220.84281749295113,1,0,Intel Core i7,256,0
1145,HP,Workstation,8,2.0,101178.72,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
1146,HP,Ultrabook,8,1.26,122381.49599999998,Intel,176.232578125,0,0,Intel Core i7,256,0
1147,Dell,Notebook,8,2.18,53807.472,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
1148,HP,Notebook,8,1.88,84129.12,Intel,141.21200170272436,0,0,Intel Core i5,256,0
1149,Lenovo,2 in 1 Convertible,8,1.27,124621.92,Intel,209.80067661830358,1,1,Intel Core i7,256,0
1150,Lenovo,Notebook,4,1.9,18061.92,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
1151,HP,Notebook,4,1.86,15824.16,AMD,100.45467278896234,0,0,AMD Processor,0,500
1152,Lenovo,Notebook,8,2.32,31914.72,AMD,141.21200170272436,0,0,Intel Core i5,0,1000
1153,Dell,Gaming,8,2.62,63882.72,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
1154,Dell,Notebook,8,2.04,119916.2304,Nvidia,282.42400340544873,1,1,Intel Core i5,256,0
1155,HP,Notebook,4,1.91,25515.2592,AMD,141.21200170272436,0,0,AMD Processor,256,0
1157,Lenovo,Ultrabook,12,1.4,122490.72,Intel,157.35051618303572,0,0,Intel Core i7,512,0
1158,Lenovo,Notebook,8,2.5,42010.7472,AMD,141.21200170272436,0,0,Intel Core i5,0,0
1159,HP,2 in 1 Convertible,8,1.48,108744.48,Intel,220.84281749295113,1,0,Intel Core i7,512,0
1160,Lenovo,Ultrabook,8,1.7,79866.72,Intel,157.35051618303572,0,0,Intel Core i7,256,0
1162,HP,Gaming,8,2.62,47898.72,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
1163,Lenovo,Notebook,8,2.2,24455.52,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
1164,HP,Notebook,4,2.1,25414.0272,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1165,Dell,Gaming,8,2.62,79813.44,Nvidia,282.42400340544873,0,0,Intel Core i7,128,1000
1166,Lenovo,Notebook,8,1.95,74059.2,Intel,141.21200170272436,0,1,Intel Core i5,256,0
1167,Lenovo,Notebook,4,2.2,24935.04,Nvidia,141.21200170272436,0,0,Intel Core i3,0,1000
1168,HP,Notebook,2,1.44,13266.72,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
1170,HP,Notebook,8,1.96,36177.12,Intel,141.21200170272436,0,0,Intel Core i7,256,0
1171,HP,Notebook,16,2.1,61751.52,Intel,141.21200170272436,0,0,Intel Core i7,512,0
1172,Asus,Notebook,4,2.2,19660.32,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
1173,Lenovo,Notebook,4,2.1,21205.44,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1174,Lenovo,Notebook,8,2.2,37775.52,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
1175,Asus,Notebook,4,2.0,40972.32,Intel,157.35051618303572,0,0,Intel Core i3,256,0
1176,Lenovo,Notebook,4,2.32,43956.0,Intel,141.21200170272436,0,0,Intel Core i7,0,0
1177,Lenovo,Gaming,16,3.31,69530.4,Nvidia,141.21200170272436,0,1,Intel Core i7,512,0
1179,HP,Notebook,4,2.07,34632.0,Intel,100.45467278896234,0,0,Intel Core i3,0,500
1180,Lenovo,2 in 1 Convertible,8,1.36,87219.36,Intel,209.80067661830358,1,1,Intel Core i5,256,0
1181,Lenovo,Ultrabook,6,1.54,44275.68,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
1182,Dell,Notebook,8,1.98,47686.1328,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
1183,Acer,Notebook,4,2.1,17742.239999999998,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
1184,HP,Notebook,6,2.18,42570.72,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
1185,Asus,Gaming,8,2.591,48431.52,Nvidia,141.21200170272436,0,1,Intel Core i7,256,1000
1186,Dell,2 in 1 Convertible,16,2.09,62817.12,Intel,141.21200170272436,1,0,Intel Core i7,512,0
1187,Acer,Notebook,4,2.23,36816.48,Nvidia,141.21200170272436,0,0,Intel Core i5,256,0
1188,Dell,Ultrabook,8,1.23,58554.72,Intel,276.05353104440786,1,0,Intel Core i5,256,0
1189,Acer,Gaming,16,4.2,138474.72,Nvidia,127.33567783598265,0,1,Intel Core i7,256,1000
1190,Lenovo,Gaming,8,2.4,43636.32,Nvidia,141.21200170272436,0,1,Intel Core i5,0,1000
1192,HP,Notebook,4,1.86,25840.8,Intel,100.45467278896234,0,0,Intel Core i5,0,500
1194,Dell,2 in 1 Convertible,8,1.6,63882.72,Intel,165.6321222979323,1,1,Intel Core i5,256,0
1195,HP,Notebook,12,2.21,70702.56,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
1196,Lenovo,Notebook,4,1.9,19607.04,AMD,100.45467278896234,0,0,Intel Core i3,0,1000
1197,Asus,Gaming,16,4.3,114552.0,Nvidia,127.33567783598265,0,1,Intel Core i7,512,1000
1198,Acer,Notebook,4,2.1,14492.16,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
1200,Dell,Notebook,4,2.3,26586.72,AMD,100.45467278896234,0,0,Intel Core i3,128,0
1201,Lenovo,Notebook,8,2.2,33513.119999999995,Nvidia,100.45467278896234,0,0,Intel Core i7,0,500
1202,Dell,2 in 1 Convertible,16,2.0,68464.8,Intel,141.21200170272436,1,0,Intel Core i7,512,0
1203,Dell,Ultrabook,16,1.2,142790.4,Intel,276.05353104440786,1,0,Intel Core i7,512,0
1204,Asus,Gaming,8,2.2,62284.32,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
1205,Dell,Notebook,8,2.36,47365.92,AMD,141.21200170272436,0,0,Intel Core i5,256,0
1206,HP,Notebook,8,1.91,30849.12,Intel,100.45467278896234,0,0,Intel Core i5,256,0
1207,Lenovo,Notebook,4,2.2,15930.72,AMD,100.45467278896234,0,0,AMD Processor,0,500
1208,Acer,Notebook,8,3.3,33513.119999999995,Nvidia,106.11306251128974,0,0,Intel Core i3,0,1000
1209,Asus,Gaming,16,2.2,130482.72,Nvidia,141.21200170272436,0,0,Intel Core i7,256,1000
1211,Asus,Notebook,16,2.2,93186.72,Nvidia,141.21200170272436,0,0,Intel Core i7,128,1000
1213,Dell,2 in 1 Convertible,8,2.191,53226.72,Intel,141.21200170272436,1,1,Intel Core i5,256,0
1214,Asus,Gaming,16,2.9,103842.72,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
1215,Acer,Netbook,2,1.3,9270.72,Intel,135.09421512998384,0,0,Other Intel Processor,32,0
1216,Acer,Notebook,4,3.3,31861.44,Nvidia,106.11306251128974,0,0,Intel Core i3,0,1000
1217,Lenovo,Notebook,8,2.8,28717.92,Intel,106.11306251128974,0,0,Intel Core i5,0,1000
1218,Lenovo,Gaming,8,2.6,67772.16,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
1219,Acer,2 in 1 Convertible,8,1.2,61218.72,Intel,157.35051618303572,1,1,Intel Core i7,256,0
1220,Lenovo,Notebook,8,2.3,81465.12,Intel,141.21200170272436,0,1,Intel Core i7,256,0
1222,HP,Notebook,6,2.1,28185.12,AMD,141.21200170272436,0,0,AMD Processor,0,1000
1223,Dell,Ultrabook,8,1.26,91288.3536,Intel,176.232578125,1,0,Intel Core i5,256,0
1224,Dell,2 in 1 Convertible,4,2.08,27119.52,Intel,146.86048177083333,1,0,Intel Core i3,0,500
1225,Asus,Notebook,4,2.65,16463.52,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
